recall,metric_name,metric_value,model_name,m,q025,q975,ci_low,ci_high
0.1,delta_ppv,0.1908929477422629,fit-age-sex-bloods,0,0.06254383284692507,0.46328028769542184,0.06254383284692507,0.46328028769542184
0.11,delta_ppv,0.25438089566716443,fit-age-sex-bloods,0,0.05951813996675029,0.47021941917103194,0.05951813996675029,0.47021941917103194
0.12,delta_ppv,0.2679461615154536,fit-age-sex-bloods,0,0.07447116541497514,0.46869178108030907,0.07447116541497514,0.46869178108030907
0.13,delta_ppv,0.23182235975482396,fit-age-sex-bloods,0,0.06771532339047769,0.42148515257019986,0.06771532339047769,0.42148515257019986
0.14,delta_ppv,0.23155400642280882,fit-age-sex-bloods,0,0.07521305864804204,0.4246343286903469,0.07521305864804204,0.4246343286903469
0.15,delta_ppv,0.23076547787481094,fit-age-sex-bloods,0,0.06335947512186726,0.4312252556188823,0.06335947512186726,0.4312252556188823
0.16,delta_ppv,0.3252272336209326,fit-age-sex-bloods,0,0.03150015934950926,0.43287962453263235,0.03150015934950926,0.43287962453263235
0.17,delta_ppv,0.24255273135806504,fit-age-sex-bloods,0,0.022098788098812622,0.46051887865171753,0.022098788098812622,0.46051887865171753
0.18,delta_ppv,0.23027230569188795,fit-age-sex-bloods,0,0.016243450556923927,0.4496539263011065,0.016243450556923927,0.4496539263011065
0.19,delta_ppv,0.2916033544539511,fit-age-sex-bloods,0,0.01076558138307741,0.46313570212463523,0.01076558138307741,0.46313570212463523
0.2,delta_ppv,0.3033268101761253,fit-age-sex-bloods,0,-0.013687063910011486,0.45206133735545484,-0.013687063910011486,0.45206133735545484
0.21,delta_ppv,0.21443803619403745,fit-age-sex-bloods,0,-0.007519728191765763,0.4490670878469477,-0.007519728191765763,0.4490670878469477
0.22,delta_ppv,0.21646437787212347,fit-age-sex-bloods,0,-0.029093989447200222,0.454515586368215,-0.029093989447200222,0.454515586368215
0.23,delta_ppv,0.1837101424221083,fit-age-sex-bloods,0,-0.028211806882071498,0.45786514565549136,-0.028211806882071498,0.45786514565549136
0.24,delta_ppv,0.15662746662964805,fit-age-sex-bloods,0,-0.02042331775710264,0.42619931697893904,-0.02042331775710264,0.42619931697893904
0.25,delta_ppv,0.1424430641821946,fit-age-sex-bloods,0,-0.03910062324639185,0.3646500418265266,-0.03910062324639185,0.3646500418265266
0.26,delta_ppv,0.11695215372033521,fit-age-sex-bloods,0,-0.04436035801882509,0.40618639084009517,-0.04436035801882509,0.40618639084009517
0.27,delta_ppv,0.11864245879862328,fit-age-sex-bloods,0,-0.040903146675350735,0.3523909610950298,-0.040903146675350735,0.3523909610950298
0.28,delta_ppv,0.08391860210369395,fit-age-sex-bloods,0,-0.05302539889650887,0.3577813856286947,-0.05302539889650887,0.3577813856286947
0.29,delta_ppv,0.08533155116500293,fit-age-sex-bloods,0,-0.05393898381304386,0.29757486463444,-0.05393898381304386,0.29757486463444
0.3,delta_ppv,0.11128364389233955,fit-age-sex-bloods,0,-0.05481203326603322,0.28630002806308136,-0.05481203326603322,0.28630002806308136
0.31,delta_ppv,0.0971919640990466,fit-age-sex-bloods,0,-0.05144187273902431,0.2874825080706012,-0.05144187273902431,0.2874825080706012
0.32,delta_ppv,0.05543429736196373,fit-age-sex-bloods,0,-0.02063799205851283,0.28273841419034174,-0.02063799205851283,0.28273841419034174
0.33,delta_ppv,0.07667781561289616,fit-age-sex-bloods,0,-0.003163768657125386,0.2292081227484268,-0.003163768657125386,0.2292081227484268
0.34,delta_ppv,0.06609696089609754,fit-age-sex-bloods,0,-0.0014988702442455867,0.19613800677161833,-0.0014988702442455867,0.19613800677161833
0.35,delta_ppv,0.07363010234922929,fit-age-sex-bloods,0,0.0099966828882442,0.1877167796631385,0.0099966828882442,0.1877167796631385
0.36,delta_ppv,0.07483446722946474,fit-age-sex-bloods,0,-0.022502096359640716,0.1938759730046655,-0.022502096359640716,0.1938759730046655
0.37,delta_ppv,0.06716431039193566,fit-age-sex-bloods,0,0.0015230841129160204,0.1754922678788504,0.0015230841129160204,0.1754922678788504
0.38,delta_ppv,0.06741485215370072,fit-age-sex-bloods,0,0.004146124829144663,0.13990425113230134,0.004146124829144663,0.13990425113230134
0.39,delta_ppv,0.08166459654978037,fit-age-sex-bloods,0,0.01587304683373136,0.1422663225521925,0.01587304683373136,0.1422663225521925
0.4,delta_ppv,0.09373895917431535,fit-age-sex-bloods,0,0.00884928790339872,0.14486663744427541,0.00884928790339872,0.14486663744427541
0.41,delta_ppv,0.09472479529708219,fit-age-sex-bloods,0,0.01329187510017799,0.13251916659178042,0.01329187510017799,0.13251916659178042
0.42,delta_ppv,0.06496431792271959,fit-age-sex-bloods,0,0.011627652379729788,0.14057752378450938,0.011627652379729788,0.14057752378450938
0.43,delta_ppv,0.06594518034579022,fit-age-sex-bloods,0,0.010517541551426871,0.12650767679622585,0.010517541551426871,0.12650767679622585
0.44,delta_ppv,0.07023575008164298,fit-age-sex-bloods,0,0.018140228283878245,0.13221533637193952,0.018140228283878245,0.13221533637193952
0.45,delta_ppv,0.06397034468245716,fit-age-sex-bloods,0,0.005323956270482198,0.1255641160043043,0.005323956270482198,0.1255641160043043
0.46,delta_ppv,0.06544951286014114,fit-age-sex-bloods,0,0.0070183838105717005,0.1264963315602339,0.0070183838105717005,0.1264963315602339
0.47,delta_ppv,0.06538115968450212,fit-age-sex-bloods,0,0.004127583386029014,0.12283681095802337,0.004127583386029014,0.12283681095802337
0.48,delta_ppv,0.05944163754331014,fit-age-sex-bloods,0,0.0014107087508761261,0.12626585334352095,0.0014107087508761261,0.12626585334352095
0.49,delta_ppv,0.052233456678050766,fit-age-sex-bloods,0,0.008399752311565926,0.12206319135893366,0.008399752311565926,0.12206319135893366
0.5,delta_ppv,0.048434516991218035,fit-age-sex-bloods,0,0.01416847486983492,0.10661589549241988,0.01416847486983492,0.10661589549241988
0.51,delta_ppv,0.04913743571810217,fit-age-sex-bloods,0,0.0196758490850671,0.1162712274140205,0.0196758490850671,0.1162712274140205
0.52,delta_ppv,0.044625678533982555,fit-age-sex-bloods,0,0.018804331391090463,0.12197901960649492,0.018804331391090463,0.12197901960649492
0.53,delta_ppv,0.051947186705985846,fit-age-sex-bloods,0,0.017382177051937012,0.11143431669176009,0.017382177051937012,0.11143431669176009
0.54,delta_ppv,0.05099372724448198,fit-age-sex-bloods,0,0.01809231293782765,0.09644988125448609,0.01809231293782765,0.09644988125448609
0.55,delta_ppv,0.05365298158957865,fit-age-sex-bloods,0,0.01459300938932435,0.08129634750890284,0.01459300938932435,0.08129634750890284
0.56,delta_ppv,0.05144519933738584,fit-age-sex-bloods,0,0.015358308287634105,0.07490756607769826,0.015358308287634105,0.07490756607769826
0.57,delta_ppv,0.047787921066774194,fit-age-sex-bloods,0,0.012184781260821204,0.07743175158643023,0.012184781260821204,0.07743175158643023
0.58,delta_ppv,0.048405666137045944,fit-age-sex-bloods,0,0.006774265951364428,0.07680466347817488,0.006774265951364428,0.07680466347817488
0.59,delta_ppv,0.048968692514069725,fit-age-sex-bloods,0,0.01014253908848093,0.07666541331231327,0.01014253908848093,0.07666541331231327
0.6,delta_ppv,0.044566728031440586,fit-age-sex-bloods,0,0.009739919290860228,0.07571407383692577,0.009739919290860228,0.07571407383692577
0.61,delta_ppv,0.026270909881833934,fit-age-sex-bloods,0,-0.0020675046914527635,0.0783634235282542,-0.0020675046914527635,0.0783634235282542
0.62,delta_ppv,0.02983739457828992,fit-age-sex-bloods,0,-0.004320338176761662,0.07024300609056904,-0.004320338176761662,0.07024300609056904
0.63,delta_ppv,0.04078762168485692,fit-age-sex-bloods,0,-0.00580173725227195,0.06484021682493137,-0.00580173725227195,0.06484021682493137
0.64,delta_ppv,0.042050675424575495,fit-age-sex-bloods,0,0.0028995871213636166,0.06655836550065665,0.0028995871213636166,0.06655836550065665
0.65,delta_ppv,0.042564530536532655,fit-age-sex-bloods,0,-0.0009831633191369057,0.060341343361699946,-0.0009831633191369057,0.060341343361699946
0.66,delta_ppv,0.02823406363073515,fit-age-sex-bloods,0,-0.006960979986613672,0.06012441870973091,-0.006960979986613672,0.06012441870973091
0.67,delta_ppv,0.021923226699444978,fit-age-sex-bloods,0,-0.004726942619795811,0.05885441841923161,-0.004726942619795811,0.05885441841923161
0.68,delta_ppv,0.026011176564571636,fit-age-sex-bloods,0,-0.006347712852125771,0.060970368517406476,-0.006347712852125771,0.060970368517406476
0.69,delta_ppv,0.024553932528853906,fit-age-sex-bloods,0,-0.005315289181577471,0.06000042410507235,-0.005315289181577471,0.06000042410507235
0.7,delta_ppv,0.017655101875931195,fit-age-sex-bloods,0,-0.00296242740137686,0.061850417308514385,-0.00296242740137686,0.061850417308514385
0.71,delta_ppv,0.018756425631002466,fit-age-sex-bloods,0,-0.0031102887198632984,0.06149627255243349,-0.0031102887198632984,0.06149627255243349
0.72,delta_ppv,0.018974356463277886,fit-age-sex-bloods,0,-4.240387444330438e-05,0.05845857982220302,-4.240387444330438e-05,0.05845857982220302
0.73,delta_ppv,0.023899736375143907,fit-age-sex-bloods,0,0.0008277485780168628,0.05427592423234512,0.0008277485780168628,0.05427592423234512
0.74,delta_ppv,0.0276549127700602,fit-age-sex-bloods,0,0.006428048866962861,0.05463224829573246,0.006428048866962861,0.05463224829573246
0.75,delta_ppv,0.03520382056967422,fit-age-sex-bloods,0,0.0037378852058306974,0.05467249674425981,0.0037378852058306974,0.05467249674425981
0.76,delta_ppv,0.04069232684140007,fit-age-sex-bloods,0,0.0056421600385994225,0.05495450458384846,0.0056421600385994225,0.05495450458384846
0.77,delta_ppv,0.02721466515793853,fit-age-sex-bloods,0,-0.006530643892054287,0.050824135840652936,-0.006530643892054287,0.050824135840652936
0.78,delta_ppv,0.021563215111445697,fit-age-sex-bloods,0,-0.009109329968226346,0.050197740169189806,-0.009109329968226346,0.050197740169189806
0.79,delta_ppv,0.021803260567575457,fit-age-sex-bloods,0,0.0005987384010994754,0.04920036399327713,0.0005987384010994754,0.04920036399327713
0.8,delta_ppv,0.019424248281380417,fit-age-sex-bloods,0,0.004175120711128825,0.04900280222167327,0.004175120711128825,0.04900280222167327
0.81,delta_ppv,0.013532462699571285,fit-age-sex-bloods,0,0.006653295563142098,0.048365295585371997,0.006653295563142098,0.048365295585371997
0.81395349,delta_ppv,0.013994357677878065,fit-age-sex-bloods,0,0.007064939903058278,0.046683622916740344,0.007064939903058278,0.046683622916740344
0.82,delta_ppv,0.014085157646014958,fit-age-sex-bloods,0,0.005662619920322091,0.046253283097844614,0.005662619920322091,0.046253283097844614
0.83,delta_ppv,0.01453112172514949,fit-age-sex-bloods,0,0.006280556807953743,0.04443406838130799,0.006280556807953743,0.04443406838130799
0.84,delta_ppv,0.017093915040817184,fit-age-sex-bloods,0,0.00659486763523267,0.029681992232608628,0.00659486763523267,0.029681992232608628
0.85,delta_ppv,0.012539858387879348,fit-age-sex-bloods,0,0.005796508281788294,0.028889348134815803,0.005796508281788294,0.028889348134815803
0.86,delta_ppv,0.01267039922784452,fit-age-sex-bloods,0,0.002192801244521856,0.028187785774040876,0.002192801244521856,0.028187785774040876
0.87,delta_ppv,0.013801196697137245,fit-age-sex-bloods,0,-0.0011230484829850547,0.027788621990209674,-0.0011230484829850547,0.027788621990209674
0.88,delta_ppv,0.01277341475201657,fit-age-sex-bloods,0,-0.0021036214539643405,0.02587815199252902,-0.0021036214539643405,0.02587815199252902
0.89,delta_ppv,0.01453508707732662,fit-age-sex-bloods,0,-0.0023509560375591723,0.024717659138612662,-0.0023509560375591723,0.024717659138612662
0.9,delta_ppv,0.006548302453309854,fit-age-sex-bloods,0,-0.0023307690261118014,0.02418911960539053,-0.0023307690261118014,0.02418911960539053
0.91,delta_ppv,0.007585814277331314,fit-age-sex-bloods,0,-0.005457111903107604,0.023802622357041517,-0.005457111903107604,0.023802622357041517
0.92,delta_ppv,0.008436004063538956,fit-age-sex-bloods,0,-0.007125827803652743,0.02200943586787778,-0.007125827803652743,0.02200943586787778
0.93,delta_ppv,0.00851940632780411,fit-age-sex-bloods,0,-0.007651392277039238,0.024447959455446838,-0.007651392277039238,0.024447959455446838
0.94,delta_ppv,0.00872638308344241,fit-age-sex-bloods,0,-0.011278453382354848,0.019335465140619013,-0.011278453382354848,0.019335465140619013
0.95,delta_ppv,0.0055194571448381885,fit-age-sex-bloods,0,-0.013428770112378492,0.02448651503313193,-0.013428770112378492,0.02448651503313193
0.96,delta_ppv,-0.005203132009793339,fit-age-sex-bloods,0,-0.013293429388325229,0.022208235301065186,-0.013293429388325229,0.022208235301065186
0.97,delta_ppv,-0.00016256123039827194,fit-age-sex-bloods,0,-0.01685732859169947,0.01968949296659106,-0.01685732859169947,0.01968949296659106
0.98,delta_ppv,-0.0006492147505553457,fit-age-sex-bloods,0,-0.016251476138343175,0.01861132176819661,-0.016251476138343175,0.01861132176819661
0.99,delta_ppv,-0.0011376065436158461,fit-age-sex-bloods,0,-0.006622338573104041,0.013604738325793179,-0.006622338573104041,0.013604738325793179
0.01,proportion_reduction_tests,-0.5376344086021505,fit-age-sex-bloods,0,-0.8912404701397713,0.0,-0.8912404701397713,0.0
0.02,proportion_reduction_tests,-0.5376344086021505,fit-age-sex-bloods,0,-0.8435871453387377,0.0,-0.8435871453387377,0.0
0.03,proportion_reduction_tests,-0.6596306068601583,fit-age-sex-bloods,0,-0.7835046694549711,0.0,-0.7835046694549711,0.0
0.04,proportion_reduction_tests,-0.5296610169491526,fit-age-sex-bloods,0,-0.7543097221118632,-0.19834645669291343,-0.7543097221118632,-0.19834645669291343
0.05,proportion_reduction_tests,-0.5691056910569107,fit-age-sex-bloods,0,-0.698119658119658,-0.19694174757281557,-0.698119658119658,-0.19694174757281557
0.06,proportion_reduction_tests,-0.5277044854881265,fit-age-sex-bloods,0,-0.694852114260009,-0.1696891938646062,-0.694852114260009,-0.1696891938646062
0.07,proportion_reduction_tests,-0.43695380774032466,fit-age-sex-bloods,0,-0.7045903981710802,-0.14008264625357966,-0.7045903981710802,-0.14008264625357966
0.08,proportion_reduction_tests,-0.4146919431279621,fit-age-sex-bloods,0,-0.6493581081081081,-0.13751078515962034,-0.6493581081081081,-0.13751078515962034
0.09,proportion_reduction_tests,-0.32017075773745995,fit-age-sex-bloods,0,-0.6247456112019157,-0.12481415890506804,-0.6247456112019157,-0.12481415890506804
0.1,proportion_reduction_tests,-0.3240740740740742,fit-age-sex-bloods,0,-0.6048539891698957,-0.12300083377548704,-0.6048539891698957,-0.12300083377548704
0.11,proportion_reduction_tests,-0.41572184429327297,fit-age-sex-bloods,0,-0.605732880944153,-0.11235183936745033,-0.605732880944153,-0.11235183936745033
0.12,proportion_reduction_tests,-0.423728813559322,fit-age-sex-bloods,0,-0.6275771125915179,-0.16398625177568063,-0.6275771125915179,-0.16398625177568063
0.13,proportion_reduction_tests,-0.37697052775873885,fit-age-sex-bloods,0,-0.6267151700265602,-0.1281696728979634,-0.6267151700265602,-0.1281696728979634
0.14,proportion_reduction_tests,-0.3661784287616511,fit-age-sex-bloods,0,-0.6188998523144574,-0.14249183973040588,-0.6188998523144574,-0.14249183973040588
0.15,proportion_reduction_tests,-0.3559870550161812,fit-age-sex-bloods,0,-0.6565223838789935,-0.14419093550980053,-0.6565223838789935,-0.14419093550980053
0.16,proportion_reduction_tests,-0.49067713444553485,fit-age-sex-bloods,0,-0.6780321272353145,-0.1038676936050314,-0.6780321272353145,-0.1038676936050314
0.17,proportion_reduction_tests,-0.4084574723690534,fit-age-sex-bloods,0,-0.687801013056432,-0.09582070697527084,-0.687801013056432,-0.09582070697527084
0.18,proportion_reduction_tests,-0.40877796901893293,fit-age-sex-bloods,0,-0.6346320693347899,-0.056416948714750184,-0.6346320693347899,-0.056416948714750184
0.19,proportion_reduction_tests,-0.5057551447506103,fit-age-sex-bloods,0,-0.6461563540827034,-0.012293945928007081,-0.6461563540827034,-0.012293945928007081
0.2,proportion_reduction_tests,-0.5149501661129569,fit-age-sex-bloods,0,-0.6716712834885115,0.07825341851200474,-0.6716712834885115,0.07825341851200474
0.21,proportion_reduction_tests,-0.4281636536631779,fit-age-sex-bloods,0,-0.6321929798187328,0.053416298791637035,-0.6321929798187328,0.053416298791637035
0.22,proportion_reduction_tests,-0.4224030037546933,fit-age-sex-bloods,0,-0.6149990823339532,0.1608893200882369,-0.6149990823339532,0.1608893200882369
0.23,proportion_reduction_tests,-0.40661425860666844,fit-age-sex-bloods,0,-0.6107886548643546,0.13603575803491824,-0.6107886548643546,0.13603575803491824
0.24,proportion_reduction_tests,-0.3766951280763434,fit-age-sex-bloods,0,-0.6056883867577509,0.08092807425937339,-0.6056883867577509,0.08092807425937339
0.25,proportion_reduction_tests,-0.34782608695652173,fit-age-sex-bloods,0,-0.6017922865809621,0.17749041861017803,-0.6017922865809621,0.17749041861017803
0.26,proportion_reduction_tests,-0.3209384683488269,fit-age-sex-bloods,0,-0.6123923016700142,0.18143331433735144,-0.6123923016700142,0.18143331433735144
0.27,proportion_reduction_tests,-0.3179127384345538,fit-age-sex-bloods,0,-0.6270024312521096,0.14957240468414054,-0.6270024312521096,0.14957240468414054
0.28,proportion_reduction_tests,-0.27907814187972635,fit-age-sex-bloods,0,-0.5986516514960571,0.23361807283431363,-0.5986516514960571,0.23361807283431363
0.29,proportion_reduction_tests,-0.2769340718241916,fit-age-sex-bloods,0,-0.5841627153316371,0.2311598327303105,-0.5841627153316371,0.2311598327303105
0.3,proportion_reduction_tests,-0.3571428571428572,fit-age-sex-bloods,0,-0.560184229548197,0.23651972771371516,-0.560184229548197,0.23651972771371516
0.31,proportion_reduction_tests,-0.3341566177538864,fit-age-sex-bloods,0,-0.5316401723363238,0.22766581516244136,-0.5316401723363238,0.22766581516244136
0.32,proportion_reduction_tests,-0.22060916595502422,fit-age-sex-bloods,0,-0.549059042923997,0.0818552754751986,-0.549059042923997,0.0818552754751986
0.33,proportion_reduction_tests,-0.30363118106332876,fit-age-sex-bloods,0,-0.5718923280462643,0.010866857516497118,-0.5718923280462643,0.010866857516497118
0.34,proportion_reduction_tests,-0.26954177897574116,fit-age-sex-bloods,0,-0.5518913634762771,0.00490745933819394,-0.5518913634762771,0.00490745933819394
0.35,proportion_reduction_tests,-0.2986789201608271,fit-age-sex-bloods,0,-0.5511014252760169,-0.046358477096539306,-0.5511014252760169,-0.046358477096539306
0.36,proportion_reduction_tests,-0.29721079103795167,fit-age-sex-bloods,0,-0.551649640383072,0.09010388875501324,-0.551649640383072,0.09010388875501324
0.37,proportion_reduction_tests,-0.2740185661559109,fit-age-sex-bloods,0,-0.4819024247188951,-0.006720886044015906,-0.4819024247188951,-0.006720886044015906
0.38,proportion_reduction_tests,-0.2737026494416466,fit-age-sex-bloods,0,-0.5033192809603771,-0.015471267321531616,-0.5033192809603771,-0.015471267321531616
0.39,proportion_reduction_tests,-0.33245330986604094,fit-age-sex-bloods,0,-0.47709122857561975,-0.07156383830405426,-0.47709122857561975,-0.07156383830405426
0.4,proportion_reduction_tests,-0.3825857519788918,fit-age-sex-bloods,0,-0.502587263060564,-0.0674754966657493,-0.502587263060564,-0.0674754966657493
0.41,proportion_reduction_tests,-0.38217666985147225,fit-age-sex-bloods,0,-0.5103688716694599,-0.07115469992078613,-0.5103688716694599,-0.07115469992078613
0.42,proportion_reduction_tests,-0.3059725848563969,fit-age-sex-bloods,0,-0.5033208101274141,-0.07271910916461787,-0.5033208101274141,-0.07271910916461787
0.43,proportion_reduction_tests,-0.30490283762907555,fit-age-sex-bloods,0,-0.5129289803466953,-0.057446074204395584,-0.5129289803466953,-0.057446074204395584
0.44,proportion_reduction_tests,-0.32452480296708397,fit-age-sex-bloods,0,-0.5208993274741427,-0.11998092698235052,-0.5208993274741427,-0.11998092698235052
0.45,proportion_reduction_tests,-0.30034655371582597,fit-age-sex-bloods,0,-0.5107518720168721,-0.04073581174930133,-0.5107518720168721,-0.04073581174930133
0.46,proportion_reduction_tests,-0.3020339501452822,fit-age-sex-bloods,0,-0.5114947296505953,-0.04475783793666771,-0.5114947296505953,-0.04475783793666771
0.47,proportion_reduction_tests,-0.3371286813815916,fit-age-sex-bloods,0,-0.48972016345401,-0.029271828279897685,-0.48972016345401,-0.029271828279897685
0.48,proportion_reduction_tests,-0.3359143703028922,fit-age-sex-bloods,0,-0.5095839527379145,-0.009426099380854262,-0.5095839527379145,-0.009426099380854262
0.49,proportion_reduction_tests,-0.30385642074175045,fit-age-sex-bloods,0,-0.4922621556076187,-0.053652194668647187,-0.4922621556076187,-0.053652194668647187
0.5,proportion_reduction_tests,-0.3041237113402062,fit-age-sex-bloods,0,-0.4773592433846333,-0.08885792429533058,-0.4773592433846333,-0.08885792429533058
0.51,proportion_reduction_tests,-0.3034511135112894,fit-age-sex-bloods,0,-0.4983129273181905,-0.12911711591101874,-0.4983129273181905,-0.12911711591101874
0.52,proportion_reduction_tests,-0.28411948104193907,fit-age-sex-bloods,0,-0.49436326932594576,-0.13444055944055966,-0.49436326932594576,-0.13444055944055966
0.53,proportion_reduction_tests,-0.32661309272052264,fit-age-sex-bloods,0,-0.4695822769020218,-0.1377102730741577,-0.4695822769020218,-0.1377102730741577
0.54,proportion_reduction_tests,-0.3189194259450333,fit-age-sex-bloods,0,-0.45850552707976017,-0.1511942258722072,-0.45850552707976017,-0.1511942258722072
0.55,proportion_reduction_tests,-0.33609679587721253,fit-age-sex-bloods,0,-0.4207312863711845,-0.13178711521461675,-0.4207312863711845,-0.13178711521461675
0.56,proportion_reduction_tests,-0.32811269577390845,fit-age-sex-bloods,0,-0.43728125852931804,-0.1308904955508043,-0.43728125852931804,-0.1308904955508043
0.57,proportion_reduction_tests,-0.31100168459245825,fit-age-sex-bloods,0,-0.44262413446098403,-0.11726927593403282,-0.44262413446098403,-0.11726927593403282
0.58,proportion_reduction_tests,-0.3104251099422265,fit-age-sex-bloods,0,-0.44457679972705305,-0.061616454964895824,-0.44457679972705305,-0.061616454964895824
0.59,proportion_reduction_tests,-0.31147331143064383,fit-age-sex-bloods,0,-0.456104566203703,-0.0892361993283898,-0.456104566203703,-0.0892361993283898
0.6,proportion_reduction_tests,-0.2889927751806205,fit-age-sex-bloods,0,-0.458111945110519,-0.08566609273583078,-0.458111945110519,-0.08566609273583078
0.61,proportion_reduction_tests,-0.19653605208205382,fit-age-sex-bloods,0,-0.48307639098648614,0.022614415461508865,-0.48307639098648614,0.022614415461508865
0.62,proportion_reduction_tests,-0.22009835025380708,fit-age-sex-bloods,0,-0.431423770015914,0.040534176681542265,-0.431423770015914,0.040534176681542265
0.63,proportion_reduction_tests,-0.3193298886357071,fit-age-sex-bloods,0,-0.43074341215113215,0.054003383357794345,-0.43074341215113215,0.054003383357794345
0.64,proportion_reduction_tests,-0.3270234576441733,fit-age-sex-bloods,0,-0.45708718394112346,-0.033545146635320634,-0.45708718394112346,-0.033545146635320634
0.65,proportion_reduction_tests,-0.32658188098602603,fit-age-sex-bloods,0,-0.45480598241525094,0.010960920428615992,-0.45480598241525094,0.010960920428615992
0.66,proportion_reduction_tests,-0.2451130583981862,fit-age-sex-bloods,0,-0.4629791350311128,0.05866866235442535,-0.4629791350311128,0.05866866235442535
0.67,proportion_reduction_tests,-0.20569480767535475,fit-age-sex-bloods,0,-0.4623676376261989,0.04199738174130575,-0.4623676376261989,0.04199738174130575
0.68,proportion_reduction_tests,-0.24217793118806363,fit-age-sex-bloods,0,-0.4962258415866663,0.06777026635775041,-0.4962258415866663,0.06777026635775041
0.69,proportion_reduction_tests,-0.22937692885144723,fit-age-sex-bloods,0,-0.4936271445321802,0.05620427399906452,-0.4936271445321802,0.05620427399906452
0.7,proportion_reduction_tests,-0.1789558665231431,fit-age-sex-bloods,0,-0.48751007723047085,0.03157868192846982,-0.48751007723047085,0.03157868192846982
0.71,proportion_reduction_tests,-0.1956922455369543,fit-age-sex-bloods,0,-0.4781694752526003,0.03292888508085772,-0.4781694752526003,0.03292888508085772
0.72,proportion_reduction_tests,-0.195479997982142,fit-age-sex-bloods,0,-0.47911084433588563,0.0004885619193071029,-0.47911084433588563,0.0004885619193071029
0.73,proportion_reduction_tests,-0.24508079457773402,fit-age-sex-bloods,0,-0.48413958033730736,-0.010720957248339068,-0.48413958033730736,-0.010720957248339068
0.74,proportion_reduction_tests,-0.2875172294968986,fit-age-sex-bloods,0,-0.4743457753270552,-0.06267982125110091,-0.4743457753270552,-0.06267982125110091
0.75,proportion_reduction_tests,-0.36923076923076914,fit-age-sex-bloods,0,-0.46678021651598856,-0.038746341277987026,-0.46678021651598856,-0.038746341277987026
0.76,proportion_reduction_tests,-0.4248288883644087,fit-age-sex-bloods,0,-0.46243270447608803,-0.05410878364479438,-0.46243270447608803,-0.05410878364479438
0.77,proportion_reduction_tests,-0.33544479002133176,fit-age-sex-bloods,0,-0.48946150942168937,0.07483888009090577,-0.48946150942168937,0.07483888009090577
0.78,proportion_reduction_tests,-0.28419211710982284,fit-age-sex-bloods,0,-0.4761208861233139,0.09695465791630975,-0.4761208861233139,0.09695465791630975
0.79,proportion_reduction_tests,-0.2839943686586728,fit-age-sex-bloods,0,-0.4708878568613706,-0.0061317253073086535,-0.4708878568613706,-0.0061317253073086535
0.8,proportion_reduction_tests,-0.25912173070713584,fit-age-sex-bloods,0,-0.462325519620187,-0.07597622824825387,-0.462325519620187,-0.07597622824825387
0.81,proportion_reduction_tests,-0.19458694498496376,fit-age-sex-bloods,0,-0.45893456884128114,-0.12057883566882979,-0.45893456884128114,-0.12057883566882979
0.81395349,proportion_reduction_tests,-0.20031923381640482,fit-age-sex-bloods,0,-0.45774232672329723,-0.12343570030838176,-0.45774232672329723,-0.12343570030838176
0.82,proportion_reduction_tests,-0.20023613504371685,fit-age-sex-bloods,0,-0.451502952354439,-0.11373214539440982,-0.451502952354439,-0.11373214539440982
0.83,proportion_reduction_tests,-0.21260875465552853,fit-age-sex-bloods,0,-0.4413202211943473,-0.1041824649590441,-0.4413202211943473,-0.1041824649590441
0.84,proportion_reduction_tests,-0.25206425883278094,fit-age-sex-bloods,0,-0.350250857444926,-0.12184668117378582,-0.350250857444926,-0.12184668117378582
0.85,proportion_reduction_tests,-0.1983218916857361,fit-age-sex-bloods,0,-0.3832474413768925,-0.09491568276671059,-0.3832474413768925,-0.09491568276671059
0.86,proportion_reduction_tests,-0.19820369241004598,fit-age-sex-bloods,0,-0.3752626177814773,-0.03516155985093296,-0.3752626177814773,-0.03516155985093296
0.87,proportion_reduction_tests,-0.2187347643330565,fit-age-sex-bloods,0,-0.39137092830280706,0.02511984438863501,-0.39137092830280706,0.02511984438863501
0.88,proportion_reduction_tests,-0.2055223530025837,fit-age-sex-bloods,0,-0.36431060055179293,0.04403717448282672,-0.36431060055179293,0.04403717448282672
0.89,proportion_reduction_tests,-0.2490638634099419,fit-age-sex-bloods,0,-0.36208524468569303,0.05139062222209394,-0.36208524468569303,0.05139062222209394
0.9,proportion_reduction_tests,-0.1319305277221109,fit-age-sex-bloods,0,-0.3509804910448958,0.05005511667227365,-0.3509804910448958,0.05005511667227365
0.91,proportion_reduction_tests,-0.15540547659435477,fit-age-sex-bloods,0,-0.3405737069135793,0.17279044911330746,-0.3405737069135793,0.17279044911330746
0.92,proportion_reduction_tests,-0.17220878264791506,fit-age-sex-bloods,0,-0.3434925741840514,0.22694905931576506,-0.3434925741840514,0.22694905931576506
0.93,proportion_reduction_tests,-0.17213291119786056,fit-age-sex-bloods,0,-0.3538536376378245,0.29101371686744965,-0.3538536376378245,0.29101371686744965
0.94,proportion_reduction_tests,-0.1834915267263576,fit-age-sex-bloods,0,-0.29869679515015707,0.37308295939004377,-0.29869679515015707,0.37308295939004377
0.95,proportion_reduction_tests,-0.12624491513536262,fit-age-sex-bloods,0,-0.4027943734138736,0.4847853174231266,-0.4027943734138736,0.4847853174231266
